,eps0,noise,max_error
0,0.005043458063089447,1.7014358212783758,0.4399405829204829
1,0.019403571870822423,1.4707371848800148,0.6513861021252201
2,0.019255341047474166,2.7991924961821275,0.6513861021252201
3,0.005238002027928241,2.9870138150385337,0.5508707479767762
4,0.016234684249738302,0.9999586121961752,0.6513861021252201
5,0.023899692890353173,2.889832805077798,0.6513861021252201
6,0.02367033658506644,1.115497371962627,0.6513861021252201
7,0.01622896880987185,1.4577224229109484,0.6513861021252201
8,0.007502748105826685,0.880604041823923,0.5082642316860494
9,0.004622973230128851,1.3254236604122578,0.3516226276760243
10,0.018833884964723276,1.6111787706188356,0.6513861021252201
11,0.014020416161609161,2.5054868264684558,0.6513861021252201
12,0.023050596560885563,2.548551255553324,0.6513861021252201
13,0.015327746284652236,1.5821994463351765,0.6513861021252201
14,0.006233321887011742,1.033062959212427,0.483505440921563
15,0.024293518820567163,1.5403353948418381,0.6513861021252201
16,0.016243378987125957,2.4905131701591445,0.6513861021252201
17,0.0059997611785688205,2.103274611751451,0.5446050838163752
18,0.016237940346452633,0.871617530341841,0.6513861021252201
19,0.007867722615817148,1.8195105113838763,0.5897178657712624
20,0.005358430639909526,2.732368273351388,0.5283143569993326
21,0.022852762506934698,1.6166112001958088,0.6413861021252201
22,0.008956433959858314,1.6431218477402894,0.613792117162814
23,0.011088475762918954,2.7091704971687185,0.6513861021252201
24,0.00833270479798823,2.03475970703554,0.5897178657712624
25,0.006283055542874096,1.3176253530109272,0.5235856012422043
26,0.009972986642227934,1.6721549317971593,0.6263234454836161
27,0.022153871058009752,0.9215347088345937,0.6513861021252201
28,0.020866658689668027,1.623113735210675,0.6513861021252201
29,0.009420026697462811,1.5480035882688536,0.6112858514986537
30,0.007268315021036752,2.2012534925201117,0.5821990687787812
31,0.018803534930914245,0.9519509114642689,0.6513861021252201
32,0.024241090861939756,2.820750134929052,0.6513861021252201
33,0.020136095152127442,2.108682676857985,0.6513861021252201
34,0.005756262449143124,2.7853231686387767,0.5571364121371771
35,0.017745755307316872,1.000092504682466,0.6513861021252201
36,0.00207439122729331,0.9652513400047462,0.21395049982596948
37,0.011770648832204446,1.8818439293159137,0.6513861021252201
38,0.021371235421209913,2.1329063737882175,0.6413861021252201
39,0.013471304167875307,2.9311567819627102,0.6513861021252201
40,0.006412983094666797,2.5426698506008405,0.5752337975160017
41,0.004255660573029431,2.086145427171738,0.4050896285114462
42,0.017149056822710996,2.8135437267589856,0.6513861021252201
43,0.016626236654475355,0.8573207462305082,0.6513861021252201
44,0.0031457792160136783,1.8263583161973165,0.24999243539427396
45,0.012855906269063223,2.8098314116765133,0.6513861021252201
46,0.015156732550458452,1.0578115342348837,0.6513861021252201
47,0.010249235301246964,1.3398356147047035,0.5872116001071019
48,0.02124484819893628,1.092564328012454,0.6513861021252201
49,0.003876825554728776,2.4885737241603207,0.39111212952248037
