,0,1,2
0,0.004577147169086222,2.198560722443654,0.1564246410558952
1,0.01479705710023984,1.8042823616926178,0.582463796360809
2,0.014407049785201725,2.00336827745583,0.6000076560099319
3,0.00673239486784685,2.9929984003841286,0.3854572141421897
4,0.0030781078715163847,1.914532659460904,0.17542661858158767
5,0.004221310553746896,1.9539885196978697,0.13608094173591084
6,0.003896539063351537,0.75,0.15044177701009934
7,0.02,0.7791921540751826,0.5872116001071019
8,0.001,3.0,0.6513861021252201
9,0.00398286489678985,3.0,0.18351967191531177
10,0.003846114561709581,1.627888657355304,0.12960057524868546
11,0.004997433263193793,0.75,0.15318664422865078
12,0.0090362007381176,0.75,0.2312136041099099
13,0.006908069537626911,0.75,0.17452962389473037
14,0.004249730316044913,1.3756962534223525,0.12413621991590909
15,0.011218650618768693,0.75,0.33130698531313785
16,0.02,3.0,0.6388547738044181
17,0.010208876768994901,3.0,0.5489910487286559
18,0.002402465523684134,0.75,0.20750916219647025
19,0.005130949774172168,1.3915054204350357,0.1507577412375255
20,0.0036999286591317963,1.30639766912738,0.14305916219647025
21,0.004381160487335398,1.3762894301548758,0.12272654426982149
22,0.001,0.75,0.6513861021252201
23,0.007849909745019583,0.75,0.2000756129942985
24,0.005970060373626923,0.75,0.1519124462240765
25,0.01748640831377431,0.75,0.5262788006627482
26,0.00310941125977294,0.75,0.1488054133737357
27,0.016925134535230396,3.0,0.6096498750801449
28,0.012909756344852641,0.75,0.42538920845663314
29,0.004514398456453583,1.3667048187607558,0.12104593670313346
30,0.0030866483018268235,3.0,0.21526589286127584
31,0.0062001410090083055,1.3762297884124122,0.18307218541633427
32,0.008282636076417901,1.914974355790609,0.37540421513051847
33,0.004443755530365458,1.0493077792522187,0.12878261852111778
34,0.012241012527037739,2.985316483250066,0.5736918665362476
35,0.005218697275280204,2.9896253710844687,0.2667309144675248
36,0.010129353072951666,0.7516889217271211,0.30547587387041786
37,0.004599329386174262,1.4833016212331578,0.1329216976637128
38,0.004192524531315866,1.4570785283155587,0.12723161183394932
39,0.0037299224799266706,2.1449971209070204,0.1379126378145487
40,0.004346046218513611,0.7668056511718906,0.1321270508006363
41,0.018502891526838997,2.9913698924294017,0.6388547738044181
42,0.004190152442002713,1.4626365582230922,0.11663839555925531
43,0.005500296610405971,0.75242333509288,0.1705852643292164
44,0.004094463875822386,1.7556437201467465,0.1305911502812071
45,0.006337549358404175,0.7510035946768128,0.16760812450997128
46,0.004384544521548229,0.7775956975302007,0.13589807664394005
47,0.004594652511266058,1.2633042270509758,0.1224562714166591
48,0.015950718233143604,0.7525806320840033,0.5152247590079394
49,0.004175863207751691,1.257390781672711,0.11089697624474637
